73;105;master;0
75;105;master;0
76;107;master;0
93;110;master;0
94;110;master;0
94;111;master;0
95;110;master;0
95;111;master;0
96;110;master;0
97;110;master;0
114;124;master;0
122;124;master;0
122;130;master;0
138;59;1;0
138;65;1;0
138;67;1;0
262;183;1.0.0;0
263;183;1.0.0;0
265;183;2.0.0;0
266;183;2.0.0;0
267;183;2.0.0;0
269;183;2.0.0;0
398;200;0.15.2;0
399;133;*;0
399;193;0.15.2;0
400;194;0.15.2;0
401;200;0.15.2;0
402;200;0.15.2;0
403;200;0.15.2;0
404;119;*;0
405;200;0.15.2;0
406;200;0.15.2;0
407;171;*;0
407;193;0.15.2;0
408;118;*;0
408;133;*;0
408;194;0.15.2;0
409;196;0.15.2;0
410;118;*;0
410;194;0.15.2;0
410;195;0.15.2;0
642;10;1.61.0;1024
642;13;1.61.0;1024
642;15;1.61.0;1024
642;18;1.61.0;1024
642;21;1.61.0;1024
642;222;1.61.0;1024
642;225;1.61.0;1024
642;27;1.61.0;1024
642;28;1.61.0;1024
642;29;1.61.0;1024
642;30;1.61.0;1024
642;32;1.61.0;1024
642;36;1.61.0;1024
642;41;1.61.0;1024
642;43;1.61.0;1024
642;45;1.61.0;1024
642;49;1.61.0;1024
642;50;1.61.0;1024
642;6;1.61.0;1024
642;62;1.61.0;1024
642;64;1.61.0;1024
642;68;1.61.0;1024
642;71;1.61.0;1024
642;73;1.61.0;1024
642;74;1.61.0;1024
642;75;1.61.0;1024
642;77;1.61.0;1024
643;10;1.61.0;1024
643;15;1.61.0;1024
643;18;1.61.0;1024
643;64;1.61.0;1024
643;68;1.61.0;1024
644;10;1.61.0;1024
644;12;1.61.0;1024
644;13;1.61.0;1024
644;140;1.61.0;1024
644;14;1.61.0;1024
644;15;1.61.0;1024
644;16;1.61.0;1024
644;18;1.61.0;1024
644;20;1.61.0;1024
644;21;1.61.0;1024
644;22;1.61.0;1024
644;222;1.61.0;1024
644;223;1.61.0;1024
644;224;1.61.0;1024
644;225;1.61.0;1024
644;228;1.61.0;1024
644;230;1.61.0;1024
644;23;1.61.0;1024
644;232;1.61.0;1024
644;235;1.61.0;1024
644;239;1.61.0;1024
644;24;1.61.0;1024
644;250;1.61.0;1024
644;25;1.61.0;1024
644;254;1.61.0;1024
644;256;1.61.0;1024
644;26;1.61.0;1024
644;27;1.61.0;1024
644;28;1.61.0;1024
644;29;1.61.0;1024
644;30;1.61.0;1024
644;31;1.61.0;1024
644;3;1.61.0;1024
644;32;1.61.0;1024
644;33;1.61.0;1024
644;34;1.61.0;1024
644;35;1.61.0;1024
644;36;1.61.0;1024
644;37;1.61.0;1024
644;38;1.61.0;1024
644;40;1.61.0;1024
644;41;1.61.0;1024
644;42;1.61.0;1024
644;43;1.61.0;1024
644;44;1.61.0;1024
644;45;1.61.0;1024
644;46;1.61.0;1024
644;47;1.61.0;1024
644;48;1.61.0;1024
644;49;1.61.0;1024
644;50;1.61.0;1024
644;5;1.61.0;1024
644;52;1.61.0;1024
644;53;1.61.0;1024
644;54;1.61.0;1024
644;55;1.61.0;1024
644;56;1.61.0;1024
644;57;1.61.0;1024
644;58;1.61.0;1024
644;59;1.61.0;1024
644;60;1.61.0;1024
644;6;1.61.0;1024
644;62;1.61.0;1024
644;63;1.61.0;1024
644;64;1.61.0;1024
644;65;1.61.0;1024
644;66;1.61.0;1024
644;67;1.61.0;1024
644;68;1.61.0;1024
644;69;1.61.0;1024
644;70;1.61.0;1024
644;71;1.61.0;1024
644;7;1.61.0;1024
644;73;1.61.0;1024
644;74;1.61.0;1024
644;75;1.61.0;1024
644;76;1.61.0;1024
644;77;1.61.0;1024
644;78;1.61.0;1024
644;80;1.61.0;1024
644;81;1.61.0;1024
644;8;1.61.0;1024
645;10;1.61.0;1024
645;13;1.61.0;1024
645;15;1.61.0;1024
645;16;1.61.0;1024
645;18;1.61.0;1024
645;21;1.61.0;1024
645;222;1.61.0;1024
645;225;1.61.0;1024
645;23;1.61.0;1024
645;27;1.61.0;1024
645;28;1.61.0;1024
645;29;1.61.0;1024
645;30;1.61.0;1024
645;3;1.61.0;1024
645;32;1.61.0;1024
645;33;1.61.0;1024
645;36;1.61.0;1024
645;41;1.61.0;1024
645;43;1.61.0;1024
645;45;1.61.0;1024
645;49;1.61.0;1024
645;50;1.61.0;1024
645;57;1.61.0;1024
645;59;1.61.0;1024
645;6;1.61.0;1024
645;62;1.61.0;1024
645;64;1.61.0;1024
645;68;1.61.0;1024
645;71;1.61.0;1024
645;74;1.61.0;1024
645;75;1.61.0;1024
645;76;1.61.0;1024
645;77;1.61.0;1024
645;8;1.61.0;1024
646;10;1.61.0;1024
646;12;1.61.0;1024
646;13;1.61.0;1024
646;14;1.61.0;1024
646;15;1.61.0;1024
646;16;1.61.0;1024
646;18;1.61.0;1024
646;20;1.61.0;1024
646;21;1.61.0;1024
646;222;1.61.0;1024
646;223;1.61.0;1024
646;225;1.61.0;1024
646;228;1.61.0;1024
646;23;1.61.0;1024
646;232;1.61.0;1024
646;24;1.61.0;1024
646;247;1.61.0;1024
646;250;1.61.0;1024
646;25;1.61.0;1024
646;256;1.61.0;1024
646;26;1.61.0;1024
646;27;1.61.0;1024
646;28;1.61.0;1024
646;29;1.61.0;1024
646;30;1.61.0;1024
646;3;1.61.0;1024
646;32;1.61.0;1024
646;33;1.61.0;1024
646;34;1.61.0;1024
646;35;1.61.0;1024
646;36;1.61.0;1024
646;37;1.61.0;1024
646;38;1.61.0;1024
646;40;1.61.0;1024
646;41;1.61.0;1024
646;43;1.61.0;1024
646;45;1.61.0;1024
646;47;1.61.0;1024
646;48;1.61.0;1024
646;49;1.61.0;1024
646;50;1.61.0;1024
646;5;1.61.0;1024
646;54;1.61.0;1024
646;56;1.61.0;1024
646;57;1.61.0;1024
646;58;1.61.0;1024
646;59;1.61.0;1024
646;60;1.61.0;1024
646;6;1.61.0;1024
646;62;1.61.0;1024
646;63;1.61.0;1024
646;64;1.61.0;1024
646;65;1.61.0;1024
646;67;1.61.0;1024
646;68;1.61.0;1024
646;70;1.61.0;1024
646;71;1.61.0;1024
646;73;1.61.0;1024
646;74;1.61.0;1024
646;75;1.61.0;1024
646;76;1.61.0;1024
646;77;1.61.0;1024
646;78;1.61.0;1024
646;80;1.61.0;1024
646;8;1.61.0;1024
647;15;1.61.0;1024
648;10;1.61.0;1024
648;13;1.61.0;1024
648;15;1.61.0;1024
648;18;1.61.0;1024
648;21;1.61.0;1024
648;222;1.61.0;1024
648;225;1.61.0;1024
648;27;1.61.0;1024
648;28;1.61.0;1024
648;29;1.61.0;1024
648;30;1.61.0;1024
648;32;1.61.0;1024
648;36;1.61.0;1024
648;41;1.61.0;1024
648;43;1.61.0;1024
648;45;1.61.0;1024
648;49;1.61.0;1024
648;50;1.61.0;1024
648;6;1.61.0;1024
648;62;1.61.0;1024
648;64;1.61.0;1024
648;68;1.61.0;1024
648;71;1.61.0;1024
648;74;1.61.0;1024
648;75;1.61.0;1024
648;77;1.61.0;1024
649;10;1.61.0;1024
649;12;1.61.0;1024
649;13;1.61.0;1024
649;14;1.61.0;1024
649;15;1.61.0;1024
649;16;1.61.0;1024
649;17;1.61.0;1024
649;18;1.61.0;1024
649;19;1.61.0;1024
649;20;1.61.0;1024
649;21;1.61.0;1024
649;222;1.61.0;1024
649;225;1.61.0;1024
649;228;1.61.0;1024
649;23;1.61.0;1024
649;232;1.61.0;1024
649;24;1.61.0;1024
649;250;1.61.0;1024
649;25;1.61.0;1024
649;256;1.61.0;1024
649;26;1.61.0;1024
649;27;1.61.0;1024
649;28;1.61.0;1024
649;29;1.61.0;1024
649;30;1.61.0;1024
649;3;1.61.0;1024
649;32;1.61.0;1024
649;33;1.61.0;1024
649;34;1.61.0;1024
649;35;1.61.0;1024
649;36;1.61.0;1024
649;37;1.61.0;1024
649;38;1.61.0;1024
649;40;1.61.0;1024
649;41;1.61.0;1024
649;43;1.61.0;1024
649;45;1.61.0;1024
649;47;1.61.0;1024
649;48;1.61.0;1024
649;49;1.61.0;1024
649;50;1.61.0;1024
649;5;1.61.0;1024
649;54;1.61.0;1024
649;56;1.61.0;1024
649;57;1.61.0;1024
649;58;1.61.0;1024
649;59;1.61.0;1024
649;60;1.61.0;1024
649;6;1.61.0;1024
649;62;1.61.0;1024
649;63;1.61.0;1024
649;64;1.61.0;1024
649;65;1.61.0;1024
649;67;1.61.0;1024
649;68;1.61.0;1024
649;70;1.61.0;1024
649;71;1.61.0;1024
649;73;1.61.0;1024
649;74;1.61.0;1024
